COD_ZONA;NOM_ZONA;COD_PARROQUIA;COD_CIRCUNSCRIPCION
29;BELAVISTA-FERROVIARIA;6150;3
30;GARZOTA;6150;3
89;VOTO EN CASA;6150;2
1;CENTRO DE TARQUI;6155;2
2;SAN PEDRO;6155;2
3;JOCAY;6155;2
4;MARIA AUXILIADORA NRO 2;6155;2
89;VOTO EN CASA;6155;2
89;VOTO EN CASA;6160;0
1;TULCAN;6165;0
2;LA ESTRELLITA;6165;0
3;LAS GRADAS;6165;0
1;TOSAGUA;6170;1
2;EL TAMBO;6170;1
3;EL JUNCO;6170;1
4;CERRO VERDE;6170;1
5;BOTIJAS AFUERA;6170;1
1;CHIGUILPE;6175;0
2;SAN GABRIEL DEL BABA;6175;0
3;JULIO MORENO - SAN VICENTE DE AQUEPI;6175;0
4;NUEVO CAMINO;6175;0
5;UNIFICADOS;6175;0
6;MARINA PEÑAHERRERA;6175;0
7;NUEVO SANTO DOMINGO;6175;0
1;ZARACAY;6180;0
2;9 DE DICIEMBRE;6180;0
1;JOYA DE LOS SACHAS;6200;0
2;MARISCAL SUCRE;6200;0
3;12 DE FEBRERO;6200;0
4;EL ORO;6200;0
89;VOTO EN CASA;6210;0
89;VOTO EN CASA;6220;0
1;VELASCO IBARRA;6225;4
2;ATILIO VÉLEZ;6225;4
3;29 DE OCTUBRE;6225;4
1;VENTANAS;6235;0
2;LAS MALVINAS;6235;0
1;VINCES;6245;0
2;BALZAR DE VINCES;6245;0
3;LA MECHA;6245;0
4;MACUL;6245;0
1;PLAYAS;6255;3
2;SAN ANTONIO;6255;3
3;DATA DE VILLAMIL;6255;3
4;ENGABAO;6255;3
5;PLAYAS NORTE;6255;3
1;XIMENA;6265;1
2;ESTEROS;6265;1
3;ACACIAS-GUANGALA;6265;1
4;FERTISA;6265;1
5;HUANCAVILCA - COVIEM;6265;1
6;ISLA TRINITARIA;6265;1
7;PRADERA;6265;1
8;LOS ALMENDROS - SAIBA;6265;1
9;GUASMO SUR-LA PLAYITA;6265;1
10;GUASMO NORTE;6265;1
11;FLORESTA;6265;1
12;MATERNIDAD DEL GUASMO;6265;1
89;VOTO EN CASA;6265;1
1;YAGUACHI NUEVO;6285;4
2;CENTENARIO;6285;4
1;YANZATZA;6295;0
2;SAN SEBASTIAN;6295;0
3;NUEVA ESPERANZA;6295;0
89;VOTO EN CASA;6305;0
1;ZUMBA;6315;0
2;EL PROGRESO;6315;0
3;BELLAVISTA;6315;0
4;LA DIVERSION;6315;0
5;LA GUAYUSA;6315;0
6;GUARIMIZAL;6315;0
1;EL DORADO DE CASCALES;6325;0
5;BERMEJO;6325;0
6;TARUKA;6325;0
1;PALENQUE;6330;0
2;LA LIBERTAD;6330;0
3;JAUNECHE;6330;0
1;CALUMA /SAN ANTONIO;6340;0
2;PASAGUA;6340;0
3;YATUVI;6340;0
4;SAN PABLO DE PITA;6340;0
1;EL TAMBO;6345;0
2;MARIA AUXILIADORA;6345;0
3;PILCOPATA;6345;0
1;S.MIGUEL DE LOS BANCOS;6350;4
2;GANADEROS ORENSES;6350;4
3;SAN BERNABE;6350;4
4;RÍO BLANCO;6350;4
1;EL PANGUI;6355;0
2;KUNKI;6355;0
3;UWENTS;6355;0
1;OÑA;6360;0
2;MORAS LOMA;6360;0
1;ATACAMES;6380;0
2;ESTERO DEL MEDIO;6380;0
3;CHONE;6380;0
1;HUAMBOYA;6390;0
2;NAMAKIM;6390;0
3;SHUAR PANKINTS;6390;0
1;SANTA CLARA;6395;0
2;SAN FRANCISCO DE PUNIN;6395;0
1;PASCUALES;6405;2
2;BASTIÓN POPULAR;6405;2
3;EL PARAISO DE LA FLOR;6405;2
4;LAS ORQUIDEAS - MUCHO LOTE;6405;2
5;LOS VERGELES;6405;2
6;MONTEBELLO;6405;2
7;FLOR DE BASTIÓN;6405;2
8;METROPOLIS;6405;2
9;PUENTE LUCIA;6405;2
10;SERGIO TORAL;6405;2
11;MONTE SINAI;6405;2
12;BALERIO ESTACIO;6405;2
89;VOTO EN CASA 1;6405;2
90;VOTO EN CASA 2;6405;2
1;CRNL MARCELINO MARIDUENAS;6410;4
2;LA ISLA;6410;4
1;PEDRO VICENTE MALDONADO;6415;4
2;LA CELICA;6415;4
3;ANDOAS;6415;4
4;SALCEDO LINDO;6415;4
1;CUMANDA;6420;0
3;SUNCAMAL;6420;0
1;DELEG;6425;0
2;BAYANDEL;6425;0
3;HORNAPALA;6425;0
1;PEDERNALES;6430;1
2;SERRANO;6430;1
3;CAÑAVERAL DEL NARANJO;6430;1
1;SAN JUAN BOSCO;6445;0
2;CALAGLAS;6445;0
1;SIGCHOS;6450;0
2;SALINAS DE MONTE NUEVO;6450;0
1;LORETO;6455;0
2;ALTAMIRA;6455;0
1;NARCISA DE JESUS;6460;4
2;PETRILLO;6460;4
1;SN JACINTO DE BUENA FE;6465;0
2;FUMISA;6465;0
1;LAS NAVES;6470;0
2;JERUSALEN;6470;0
1;SEVILLA DE ORO;6480;0
2;CAIGUAS;6480;0
3;CHIMUL;6480;0
1;9 DE MAYO;6490;0
5;KM. 15;6490;0
89;VOTO EN CASA;6490;0
1;OLMEDO;6495;2
2;LA FLORIDA;6495;2
89;VOTO EN CASA;6505;0
89;VOTO EN CASA;6510;0
89;VOTO EN CASA;6515;0
1;BOLIVAR;6520;0
2;ALOOR;6520;0
3;CUESACA;6520;0
1;ELOY ALFARO / DURAN;6525;3
2;LOS HELECHOS;6525;3
5;PANORAMA;6525;3
7;YAMILE;6525;3
8;ROSA ELVIRA;6525;3
9;LOS ANGELES;6525;3
10;UNA SOLA FUERZA;6525;3
11;ELOY ALFARO NORTE;6525;3
1;PALLATANGA;6540;0
2;LAS ROSAS;6540;0
3;RODEO VAQUERIA;6540;0
1;PICHINCHA /GERMUD;6550;1
2;EL AJO;6550;1
3;CAÑALES;6550;1
1;MOCHA;6560;0
2;YANAHURCO;6560;0
1;SANTA LUCIA;6580;4
2;EL LIMON;6580;4
3;LAS GABARRAS;6580;4
1;NABON;6595;0
2;ZHIÑA;6595;0
3;RAÑAS;6595;0
4;CHUNASANA;6595;0
1;LA LIBERTAD;6610;0
2;ZONA 3;6610;0
3;ZONA 1;6610;0
4;ZONA 2;6610;0
5;ZONA 4;6610;0
89;VOTO EN CASA;6610;0
1;GUACHAPALA;6615;0
2;SACRE;6615;0
1;ZUMBI;6625;0
3;NANGUIPA ALTO;6625;0
4;LA WINTZA;6625;0
6;SAN PABLO;6625;0
1;GUANUJO;6630;0
4;CUATRO ESQUINAS;6630;0
6;PACHAKUTIK;6630;0
89;VOTO EN CASA;6630;0
89;VOTO EN CASA;6635;0
1;HUACA;6665;0
2;CUASPUD;6665;0
1;VALENCIA;6685;0
2;EL VERGEL;6685;0
3;COSTA AZUL;6685;0
4;FEDERICO INTRIAGO;6685;0
5;RIO CHILA;6685;0
6;COOPERATIVA 6 DE AGOSTO;6685;0
7;GONZALEZ SUAREZ;6685;0
1;MOCACHE;6695;0
2;AGUAS FRIAS;6695;0
3;SAN LUIS;6695;0
4;ALEJO LASCANO;6695;0
1;TAISHA;6700;0
2;LA LIBERTAD;6700;0
3;PIMPINTS;6700;0
4;SHINKIATAM;6700;0
5;TINTIUKENTSA;6700;0
6;SHAINKIAM;6700;0
7;SASAIMI;6700;0
8;CANGAIME SUR;6700;0
9;ISHPINK;6700;0
11;CHIARENTSA;6700;0
1;ARAJUNO;6705;0
2;PITACOCHA;6705;0
3;OBEPARE;6705;0
1;RIO VERDE;6720;0
2;CABUYAL;6720;0
1;LODANA;6725;2
2;CAMINO NUEVO;6725;2
1;PALANDA;6740;0
2;VALLE HERMOZO;6740;0
3;PUCARON;6740;0
1;CENTRO ELOY ALFARO;6745;2
2;TERESA DE CALCUTA;6745;2
3;KIWANI;6745;2
4;LA AURORA;6745;2
89;VOTO EN CASA;6745;2
1;JAMA;6750;1
2;LA MOCORA;6750;1
3;RAMBUCHE;6750;1
4;BIGUA;6750;1
5;COLORADO;6750;1
1;CARLOS J. AROSEMENA TOLA;6760;0
2;NUEVA ESPERANZA;6760;0
1;TARAPOA;6765;0
2;CENTRO UNIÓN;6765;0
3;CENTRO ENO;6765;0
4;TAIKIWA;6765;0
5;SOTOSIAYA;6765;0
1;18 DE OCTUBRE - COLISEO ELOY ALFARO;6770;2
2;EL MAESTRO;6770;2
3;EL PERIODISTA;6770;2
4;MUNICIPAL;6770;2
89;VOTO EN CASA;6770;2
1;FRANCISCO PACHECO;6775;2
2;FATIMA;6775;2
3;NUEVO PORTOVIEJO;6775;2
1;SAN VICENTE;6785;1
2;SALINAS;6785;1
1;EL CAMBIO;6795;0
3;LA UNION COLOMBIANA;6795;0
4;CORRALITOS;6795;0
1;BARREIRO /SANTA RITA;6830;0
2;BARREIRO NUEVO;6830;0
1;LA AURORA;6850;4
2;RÍO DAULE;6850;4
1;HERMANO MIGUEL;6865;0
2;UNCOVIA;6865;0
3;EL PROGRESO;6865;0
1;PABLO SEXTO;6870;0
2;LA OCTAVA;6870;0
1;CAMILO PONCE ENRIQUEZ;6875;0
2;ZHUMIRAL;6875;0
3;SAN ALFONSO;6875;0
4;SANTA MARTHA;6875;0
5;BELLA RICA;6875;0
6;SAN GERARDO;6875;0
1;PAQUISHA;6885;0
2;RIO BLANCO;6885;0
1;SANTIAGO;6890;0
2;TAYUNTS;6890;0
3;COMUNIDAD MAYAIK;6890;0
1;EL TRIUNFO;6895;0
2;CHIPE HAMBURGO 1;6895;0
3;CHIPE HAMBURGO 2;6895;0
4;ESTERO HONDO;6895;0
1;SIMON PLATA TORRES;6905;0
2;VALLE DE SAN RAFAEL;6905;0
3;CASA BONITA;6905;0
4;LA TOLITA;6905;0
1;QUINSALOMA;6915;0
2;PAMBILAR DE CALOPE;6915;0
1;PLATANILLOS;6950;0
2;VALLE HERMOSO;6950;0
1;BELISARIO QUEVEDO;7130;1
2;LA GASCA;7130;1
3;LA PRIMAVERA;7130;1
4;LAS CASAS - LA GRANJA;7130;1
5;PAMBACHUPA;7130;1
1;CARCELEN;7135;1
2;BALCON DEL NORTE;7135;1
3;CARCELEN BAJO;7135;1
4;CARCELEN LIBRE;7135;1
5;CORAZON DE JESUS;7135;1
6;LOS EUCALIPTOS;7135;1
7;LOS MASTODONTES;7135;1
1;CENTRO HISTORICO;7140;2
2;DON BOSCO;7140;2
3;LA LOMA;7140;2
4;LA VICTORIA;7140;2
5;PANECILLO;7140;2
6;RECOLETA;7140;2
89;VOTO EN CASA;7140;2
1;COCHAPAMBA;7145;1
2;ATUCUCHO;7145;1
3;BELLAVISTA;7145;1
4;CORDILLERA - EL PORVENIR;7145;1
5;EL PINAR ALTO;7145;1
6;LA PULIDA;7145;1
7;SAN VICENTE;7145;1
1;COMITE DEL PUEBLO;7150;1
2;CARRETAS;7150;1
3;LA BOTA;7150;1
4;COLLA LOMA;7150;1
1;CHILIBULO;7155;2
2;CUARTEL MARISCAL SUCRE;7155;2
3;LA SANTIAGO;7155;2
4;MAGDALENA ALTA;7155;2
5;MAGDALENA BAJA;7155;2
6;SAN JOSE DE CHILIBULO;7155;2
7;YAGUACHI;7155;2
1;EL CONDADO;7160;1
2;COLINAS DEL NORTE;7160;1
3;ROLDOS - PISULI;7160;1
4;RANCHO BAJO;7160;1
5;LA CAMPIÑA;7160;1
6;SANTA ANITA;7160;1
1;GUAMANÍ;7165;2
2;NUEVA AURORA;7165;2
3;PLAN VICTORIA;7165;2
4;JOSE PERALTA;7165;2
5;MATILDE ALVAREZ;7165;2
6;TURUBAMBA DE MONJAS;7165;2
1;IÑAQUITO;7170;1
2;24 DE MAYO;7170;1
3;BATAN - LA PAZ;7170;1
4;BENALCAZAR;7170;1
5;LA CAROLINA;7170;1
1;ITCHIMBIA;7175;1
2;GUAPULO;7175;1
3;LA VICENTINA;7175;1
4;SAN PABLO;7175;1
5;TOLA BAJA;7175;1
1;JIPIJAPA;7180;1
2;EL INCA;7180;1
3;LOS LAURELES;7180;1
4;MONTESERRIN;7180;1
5;ZALDUMBIDE;7180;1
1;KENNEDY;7185;1
2;RUMIÑAHUI;7185;1
3;DAMMER - LOS ALAMOS;7185;1
4;LA LUZ;7185;1
5;LAS ACACIAS;7185;1
6;LOS PINOS;7185;1
7;COFAVI;7185;1
8;SANTA LUCIA;7185;1
1;LA ARGELIA;7190;2
2;EL MIRADOR - SANTA ROSA;7190;2
3;LUCHA DE LOS POBRES - GUAJALO;7190;2
4;ORIENTE QUITEÑO;7190;2
5;SAN MARTIN;7190;2
1;LA CONCEPCION;7195;1
2;SAN CARLOS;7195;1
3;AEROPUERTO;7195;1
4;EL ROSARIO;7195;1
1;LA ECUATORIANA;7200;2
2;2 DE FEBRERO;7200;2
3;LAS ORQUIDEAS;7200;2
4;LAS ORQUIDEAS ALTAS;7200;2
5;MANUELA SAENZ;7200;2
6;NUEVOS HORIZONTES;7200;2
1;LA FERROVIARIA;7205;2
2;20 DE MAYO - LAS VERTIENTES;7205;2
3;CHAHUARQUINGO;7205;2
4;EL RECREO;7205;2
5;ELOY ALFARO;7205;2
6;FORESTAL;7205;2
7;SAN PATRICIO;7205;2
1;LA MENA;7210;2
2;TARQUI;7210;2
3;SANTA BARBARA;7210;2
4;SANTA ROSA;7210;2
5;SAN FERNANDO;7210;2
1;MARISCAL SUCRE;7215;1
2;LA FLORESTA;7215;1
1;PONCEANO;7220;1
2;PONCEANO ALTO;7220;1
3;LA OFELIA;7220;1
1;PUENGASI;7225;2
2;BALCON DEL VALLE;7225;2
3;EDEN DEL VALLE;7225;2
4;JARDIN DEL VALLE - ALMA LOJANA;7225;2
5;ORQUIDEAS;7225;2
6;SAN JOSE DE MONJAS;7225;2
1;QUITUMBE;7230;2
2;EJERCITO NACIONAL;7230;2
3;EL VERGEL;7230;2
4;NUEVOS HORIZONTES DEL SUR;7230;2
5;PUEBLO SOLO PUEBLO;7230;2
6;PUEBLO UNIDO;7230;2
7;SALVADOR ALLENDE;7230;2
1;RUMIPAMBA;7235;1
2;GRANDA CENTENO;7235;1
3;QUITO TENNIS;7235;1
4;SAN GABRIEL;7235;1
1;SAN BARTOLO;7240;2
2;BARRIONUEVO;7240;2
3;QUITO SUR;7240;2
4;CLEMENTE BALLEN;7240;2
5;EL CALZADO;7240;2
1;SAN ISIDRO DEL INCA;7245;1
2;AMAGASI;7245;1
3;LA QUINTANA;7245;1
4;LOS ALAMOS;7245;1
5;SOLCA;7245;1
1;SAN JUAN;7250;1
2;BARRIO LARREA;7250;1
3;EL PLACER - EL TEJAR;7250;1
4;LA AMERICA;7250;1
5;MIRAFLORES BAJO;7250;1
6;TOCTIUCO;7250;1
1;SOLANDA;7255;2
2;GONZ. ZALDUMBIDE - MAYORISTA;7255;2
3;SANTA RITA;7255;2
4;REGISTRO CIVIL;7255;2
1;TURUBAMBA;7260;2
2;CAUPICHU;7260;2
3;ETERNIT;7260;2
4;BEATERIO;7260;2
5;EL CONDE;7260;2
6;CAMPO ALEGRE;7260;2
7;SANTO THOMAS;7260;2
1;LA PUNTILLA(SATELITE);7445;3
2;LA PUNTILLA NORTE;7445;3
1;EL RECREO;7455;3
2;LA LOMA;7455;3
1;ANIBAL SAN ANDRES;7460;2
2;PEPA DE HUSO-LA SEQUITA;7460;2
1;LEONIDAS PROAÑO;7495;2
2;TIERRA SANTA;7495;2
1;JAMBELI;7510;0
2;CIUDADELA 10 DE SEPTIEMBRE;7510;0
1;DIVINO NIÑO;7515;3
2;SECAP;7515;3
3;HÉCTOR COBOS;7515;3
1;LA CONCORDIA;7520;0
2;FLOR DEL VALLE;7520;0
3;LAS VEGAS;7520;0
4;SANTA ROSA;7520;0
5;VIRGEN DEL CISNE;7520;0
6;10 DE AGOSTO;7520;0
7;ALIANZA;7520;0
89;VOTO EN CASA;7520;0
1;CARIGAN;7525;0
2;LAS PITAS;7525;0
3;LA BANDA;7525;0
1;LA ARGELIA;7530;0
3;LA TEBAIDA;7530;0
4;SAN PEDRO;7530;0
5;COLINAS LOJANAS;7530;0
1;BERLIN;9001;0
2;BONN;9001;0
3;HAMBURGO;9001;0
1;.BUENOS AIRES;9003;0
1;CAMBERRA;9005;0
2;SYDNEY;9005;0
1;.VIENA;9006;0
1;.BRUSELAS;9007;0
1;.LA PAZ;9008;0
1;.BRASILIA;9009;0
1;.TORONTO;9011;0
1;OTTAWA;9012;0
2;MONTREAL;9012;0
1;.BOGOTA;9013;0
1;IPIALES;9015;0
2;CALI;9015;0
1;.SEUL;9016;0
1;.SAN JOSE;9017;0
1;HABANA / HABANA;9018;0
5;HABANA / SANTA CLARA;9018;0
1;.SANTIAGO;9019;0
1;.BEIJING;9020;0
1;.PALMA DE MALLORCA;9021;0
1;.SAN SALVADOR;9022;0
1;.BARCELONA;9023;0
2;BARCELONA / TERRASSA;9023;0
3;BARCELONA / NAVARRA;9023;0
1;.MADRID;9024;0
2;MADRID / TOLEDO;9024;0
1;.VALENCIA;9025;0
2;.ALICANTE;9025;0
1;.MURCIA;9026;0
2;MURCIA / JUMILLA - YECLA;9026;0
3;MURCIA / LORCA;9026;0
4;MURCIA / CARTAGENA MAR MENOR;9026;0
1;.CHICAGO;9027;0
1;MIAMI / MIAMI;9028;0
2;MIAMI / ORLANDO;9028;0
1;.NUEVA YORK;9029;0
2;NUEVA YORK / QUEENS;9029;0
3;NUEVA YORK / HUDSON VALLEY;9029;0
4;NUEVA YORK / LONG ISLAND;9029;0
1;.WASHINGTON;9031;0
1;LOS ANGELES;9032;0
2;SAN FRANCISCO;9032;0
1;.CONNECTICUT;9033;0
2;CONNECTICUT / GREATER DANBURY;9033;0
1;HOUSTON;9034;0
2;NEW ORLEANS;9034;0
1;.NEW JERSEY;9035;0
2;NEW JERSEY / PLAINFIELD;9035;0
3;NEW JERSEY / HIGHSTOWN - TRENTON;9035;0
1;.PARIS;9036;0
1;LONDRES;9037;0
2;LISBOA;9037;0
1;.GUATEMALA;9038;0
1;TEGUCIGALPA;9039;0
2;MANAGUA;9039;0
1;.BUDAPEST;9040;0
1;.TEL AVIV;9042;0
1;MILAN / MILAN;9043;0
2;MILAN / TURIN;9043;0
1;.GENOVA;9044;0
1;.ROMA;9045;0
1;.TOKIO;9046;0
1;.MEXICO;9047;0
1;.LA HAYA;9049;0
1;.PANAMA;9050;0
1;.ASUNCION;9051;0
1;.LIMA;9052;0
1;TUMBES;9054;0
2;PIURA;9054;0
1;.EL CAIRO;9055;0
1;.SANTO DOMINGO;9056;0
1;.ESTOCOLMO;9057;0
1;BERNA;9058;0
2;LAUSANNE;9058;0
1;MOSCU;9060;0
2;BELARÚS;9060;0
1;.MONTEVIDEO;9061;0
1;CARACAS;9062;0
3;VALENCIA;9062;0
1;.YAKARTA;9063;0
1;MALAGA / MALAGA;9066;0
2;MALAGA / SEVILLA Y CORDOVA;9066;0
3;MALAGA / ALMERIA;9066;0
4;MALAGA / GRANADA;9066;0
5;MALAGA / MARBELLA;9066;0
6;MALAGA / HUELVA;9066;0
8;MALAGA / VERA;9066;0
1;SAO PAULO;9067;0
2;RIO DE JANEIRO;9067;0
1;.SHANGAI;9068;0
1;.MINNEAPOLIS;9069;0
1;.ATLANTA;9071;0
2;ATLANTA / CHARLOTTE;9071;0
1;.PHOENIX;9073;0
1;.GUANZHOU;9075;0
1;.PRETORIA;9077;0
1;.ANKARA;9078;0
1;.MONTERREY;9086;0
